id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
UgxuLA_Fl9v7DXVf2Zp4AaABAg.A8L2V1uwgB2A8PtRU7nf_m,,0,"2024-09-15 15:52:27",@achmaddewantara,"​@makinVIRALbru aja ngalamin ibuk saya, udh balik lagi tpi kyak gitu bisa di hack lagi ga?",1,UgxuLA_Fl9v7DXVf2Zp4AaABAg,@SalsaBila-rb2nu
Ugw2nVAhmPY3ef94ZEB4AaABAg,0,0,"2024-09-08 14:38:23",@Yati-k6q,"Anak saya baru saja ngalamennya dan org yg ambil akunnya minta macam-2 baru mengirim kodenya' mau uang mau mau foto video bugel lah syaratnya ' di bluker eh masuk no yg baru lagi mau nipo lewat HP saya' saya gak perlu no kode lebih baik bikin akun WA yg baru.",0,,
UgxmnPTBOYgX0HKmm_t4AaABAg,0,0,"2024-09-08 02:01:34",@ApatuBroh-s2n,"tutor gaguna kalo cuma masukin otp dijadiin konten ajg",0,,
Ugzew4nOGOAo-gtr30R4AaABAg,5,15,"2024-08-27 08:47:44",@LawangUrip,"Disini tidak ada solusi..... Kalo hacer yg sudah ambil alih ferivikasi dua langkah",0,,
Ugzew4nOGOAo-gtr30R4AaABAg.A7dCjCOrysqADZK9SbRZ4P,,1,"2025-01-21 14:24:46",@IfhaFha-ww6ij,"Bnr bgt KK trs solusinya gimna yaaa😢",1,Ugzew4nOGOAo-gtr30R4AaABAg,@LawangUrip
Ugzew4nOGOAo-gtr30R4AaABAg.A7dCjCOrysqAEbQRaPvjVL,,1,"2025-02-16 15:48:48",@gyoputra6690,"Tetep gak ada solusi selain ganti nomor.",1,Ugzew4nOGOAo-gtr30R4AaABAg,@LawangUrip
Ugzew4nOGOAo-gtr30R4AaABAg.A7dCjCOrysqAJr1XXoYEee,,1,"2025-06-26 23:55:58",@zildanmaulana007,"waduhh......baru kena hack,masak gk ada solusi",1,Ugzew4nOGOAo-gtr30R4AaABAg,@LawangUrip
Ugzew4nOGOAo-gtr30R4AaABAg.A7dCjCOrysqAJrBG2ct31M,,1,"2025-06-27 01:20:58",@FajarRivai-n4j,"Kena hek kmrn,tau tau logout sendiri,di masukin lagi ga terima kode otp😢",1,Ugzew4nOGOAo-gtr30R4AaABAg,@LawangUrip
Ugzew4nOGOAo-gtr30R4AaABAg.A7dCjCOrysqAM4oZv8fsfi,,0,"2025-08-21 10:45:22",@sunarto2181,"Klw punya lbih aneh,,udh kena hack,,udah pulih,,mau bikin verifikasi 2 lngkah malah gak bsa trus,,,,😭😭😭",1,Ugzew4nOGOAo-gtr30R4AaABAg,@LawangUrip
UgxpziA8Plgg1XG4t2B4AaABAg,1,1,"2024-08-24 09:11:51",@fhcpatimuan,"BANG NOMORKU AKTIF KOK TIBA TIBA DIHACK 😢 GIMNA CARA AMBIL ALIHNYA 😭",0,,
UgxpziA8Plgg1XG4t2B4AaABAg.A7WX6EqHbGrA7e4PJVBIOe,,0,"2024-08-27 16:54:13",@andhikasaja139,"Sama bang ini ak juga gtu",1,UgxpziA8Plgg1XG4t2B4AaABAg,@fhcpatimuan
Ugy_Sxexv_XtwCpS1Fd4AaABAg,0,0,"2024-08-18 07:58:42",@NMuchamadHasan02,"Cara memulihkan whatsapp kena heck",0,,
UgyVDG7P192zyaWZTiZ4AaABAg,0,0,"2024-08-16 12:21:20",@kangtata1577,"kartu SIM nya sudah tidak ada bagaimana dong??",0,,
UgyYX4pbdogdfCo6bjB4AaABAg,1,0,"2024-08-12 00:02:28",@guru.magang,"Sms nya kalau ngga masuk bang",0,,
UgyYX4pbdogdfCo6bjB4AaABAg.A70dgw2MQBtA71hfXi6OH2,,0,"2024-08-12 09:56:28",@makinVIRAL,"Di tunggu .pastikan punya pulsa..",1,UgyYX4pbdogdfCo6bjB4AaABAg,@guru.magang
Ugxf5pQMBvfjFOIDj-l4AaABAg,0,0,"2024-08-06 20:56:03",@YaallahtolongHamba,"Iya sya kmrin di heck no sya",0,,
UgymHOxI_Zxk-e_CIYV4AaABAg,0,3,"2024-08-02 15:29:23",@palapajaya6293,"Emang yang hacker nomor bodoh ya mas, Mana mungkin bisa masuk lagi verifikasi sedangkan nomor kita sudah di gunakan dengan handphone yang berbeda. Tentu kode verifikasi masuk ke handphone si hacker tersebut",0,,
Ugw1ylArHYCn3jpMRdJ4AaABAg,0,0,"2024-07-31 23:42:32",@AcehBermartabat,"KITA MENERIMA JASA SADAP DALAM NEGERI ATAUPUN LUAR NEGRI,DIJAMIN AMAN SERTA PROSES CEPAT DAN AKURAT🤥✊",0,,
UgzJTAaOt7d4bAOkFm14AaABAg,0,0,"2024-07-31 23:42:20",@AcehBermartabat,"KITA MENERIMA JASA SADAP DALAM NEGERI ATAUPUN LUAR NEGRI,DIJAMIN AMAN SERTA PROSES CEPAT DAN AKURAT🤥✊",0,,
